Query,Rank,Method_A,Method_A_letter,Method_B,Method_B_letter,Winner_Method
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",2,TF-IDF + GloVe,B,BERT,A,BERT
Preparation for a fruitful form of worship,3,TF-IDF,B,SBERT,A,SBERT
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",2,SBERT,A,TF-IDF + GloVe,B,SBERT
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",4,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",2,TF-IDF + GloVe,Y,TF-IDF,X,TF-IDF
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",4,SBERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",2,BERT,A,SBERT,B,BERT
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",4,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",2,TF-IDF,B,BERT,A,BERT
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",4,BERT,B,SBERT,A,SBERT
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",2,SBERT,Y,TF-IDF,X,TF-IDF
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",4,TF-IDF,B,BERT,A,BERT
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",4,TF-IDF,Y,SBERT,X,SBERT
Many rise up against me,5,BERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
Many rise up against me,5,SBERT,X,TF-IDF + GloVe,Y,SBERT
Preparation for a fruitful form of worship,3,BERT,B,TF-IDF + GloVe,A,BERT
Many rise up against me,5,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
Preparation for a fruitful form of worship,3,TF-IDF + GloVe,Y,SBERT,X,SBERT
Many rise up against me,5,BERT,B,SBERT,A,SBERT
Preparation for a fruitful form of worship,3,TF-IDF + GloVe,X,TF-IDF,Y,TF-IDF + GloVe
Many rise up against me,5,BERT,A,TF-IDF,B,BERT
Preparation for a fruitful form of worship,3,SBERT,B,BERT,A,SBERT
Many rise up against me,5,TF-IDF,B,SBERT,A,SBERT
Preparation for a fruitful form of worship,3,TF-IDF,X,BERT,Y,TF-IDF
Preparation for a fruitful form of worship,3,SBERT,X,TF-IDF,Y,SBERT
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",1,BERT,X,TF-IDF + GloVe,Y,BERT
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",1,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
Harken unto my prayer,5,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",1,TF-IDF + GloVe,A,TF-IDF,B,TF-IDF + GloVe
Harken unto my prayer,5,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",1,SBERT,A,BERT,B,SBERT
Harken unto my prayer,5,BERT,X,TF-IDF,Y,BERT
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",1,BERT,Y,TF-IDF,X,TF-IDF
"When the stone had been sealed by the Jews; while the soldiers were guarding Thy most pure Body; Thou didst rise on the third day, O Savior, granting life to the world. The powers of heaven therefore cried to Thee, O Giver of Life: Glory to Thy Resurrection, O Christ! Glory to Thy Kingdom! Glory to Thy dispensation, O Thou who lovest mankind.",4,BERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"Lord, now lettest thou thy servant depart in peace, according to thy word: for mine eyes have seen thy salvation, which thou hast prepared before the face of all people; a light to lighten the Gentiles, and the glory of thy people Isreal. ",1,TF-IDF,B,SBERT,A,SBERT
"When the stone had been sealed by the Jews; while the soldiers were guarding Thy most pure Body; Thou didst rise on the third day, O Savior, granting life to the world. The powers of heaven therefore cried to Thee, O Giver of Life: Glory to Thy Resurrection, O Christ! Glory to Thy Kingdom! Glory to Thy dispensation, O Thou who lovest mankind.",4,SBERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",4,BERT,X,TF-IDF + GloVe,Y,BERT
"When the stone had been sealed by the Jews; while the soldiers were guarding Thy most pure Body; Thou didst rise on the third day, O Savior, granting life to the world. The powers of heaven therefore cried to Thee, O Giver of Life: Glory to Thy Resurrection, O Christ! Glory to Thy Kingdom! Glory to Thy dispensation, O Thou who lovest mankind.",4,TF-IDF,X,TF-IDF + GloVe,Y,TF-IDF
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",4,TF-IDF + GloVe,Y,SBERT,X,SBERT
"When the stone had been sealed by the Jews; while the soldiers were guarding Thy most pure Body; Thou didst rise on the third day, O Savior, granting life to the world. The powers of heaven therefore cried to Thee, O Giver of Life: Glory to Thy Resurrection, O Christ! Glory to Thy Kingdom! Glory to Thy dispensation, O Thou who lovest mankind.",4,BERT,X,SBERT,Y,BERT
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",4,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"When the stone had been sealed by the Jews; while the soldiers were guarding Thy most pure Body; Thou didst rise on the third day, O Savior, granting life to the world. The powers of heaven therefore cried to Thee, O Giver of Life: Glory to Thy Resurrection, O Christ! Glory to Thy Kingdom! Glory to Thy dispensation, O Thou who lovest mankind.",4,BERT,A,TF-IDF,B,BERT
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",4,SBERT,A,BERT,B,SBERT
"When the stone had been sealed by the Jews; while the soldiers were guarding Thy most pure Body; Thou didst rise on the third day, O Savior, granting life to the world. The powers of heaven therefore cried to Thee, O Giver of Life: Glory to Thy Resurrection, O Christ! Glory to Thy Kingdom! Glory to Thy dispensation, O Thou who lovest mankind.",4,SBERT,A,TF-IDF,B,SBERT
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",4,TF-IDF,Y,BERT,X,BERT
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",4,TF-IDF,B,SBERT,A,SBERT
Love for Mankind,5,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
Love for Mankind,5,SBERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
Harken unto my prayer,5,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
Love for Mankind,5,TF-IDF + GloVe,A,TF-IDF,B,TF-IDF + GloVe
Harken unto my prayer,5,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF + GloVe
Love for Mankind,5,BERT,Y,SBERT,X,SBERT
Harken unto my prayer,5,BERT,B,TF-IDF,A,TF-IDF
Love for Mankind,5,TF-IDF,X,BERT,Y,TF-IDF
Love for Mankind,5,TF-IDF,A,SBERT,B,TF-IDF
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF + GloVe,X,SBERT,Y,TF-IDF + GloVe
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF + GloVe,X,BERT,Y,TF-IDF + GloVe
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,SBERT,X,TF-IDF + GloVe,Y,SBERT
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,SBERT,X,BERT,Y,SBERT
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF + GloVe,Y,TF-IDF,X,TF-IDF
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF,B,BERT,A,BERT
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,SBERT,B,BERT,A,BERT
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,SBERT,X,TF-IDF,Y,SBERT
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,BERT,Y,TF-IDF,X,TF-IDF
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,SBERT,X,TF-IDF,Y,SBERT
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",2,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",2,SBERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",3,BERT,A,TF-IDF + GloVe,B,BERT
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",2,TF-IDF,X,TF-IDF + GloVe,Y,TF-IDF
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",3,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",2,BERT,A,SBERT,B,BERT
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",3,TF-IDF + GloVe,Y,TF-IDF,X,TF-IDF
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",2,TF-IDF,A,BERT,B,TF-IDF
"O Lord God of my salvation, I have cried day and night before thee: let my prayer come before thee: incline thine ear unto my cry.",3,SBERT,B,BERT,A,BERT
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",2,TF-IDF,X,SBERT,Y,TF-IDF
